urn,group,author,title
urn:cts:greekLit:tlg2035.tlg117,urn:cts:greekLit:tlg2035,Athanasius of Alexandria,Oratio quarta contra Arianos [Sp.]
urn:cts:greekLit:tlg2035.tlg130,urn:cts:greekLit:tlg2035,Athanasius of Alexandria,Oratio I contra Arianos
urn:cts:greekLit:tlg2035.tlg131,urn:cts:greekLit:tlg2035,Athanasius of Alexandria,Oratio II contra Arianos
urn:cts:greekLit:tlg2035.tlg132,urn:cts:greekLit:tlg2035,Athanasius of Alexandria,Oratio III contra Arianos
urn:cts:greekLit:tlg2036.tlg001,urn:cts:greekLit:tlg2036,Dexippus,In Aristotelis Categorias Commentarium
urn:cts:greekLit:tlg2038.tlg001,urn:cts:greekLit:tlg2038,Acta Thomae,Acta Thomae
urn:cts:greekLit:tlg2039.tlg003,urn:cts:greekLit:tlg2039,Diophantus Alexandrinus,"Fragmentum [Sp.] (e cod. Paris. suppl. gr. 387, fol. 181r)"
urn:cts:greekLit:tlg2039.tlg004,urn:cts:greekLit:tlg2039,Diophantus Alexandrinus,Fragmentum [Sp.] (e cod. Paris. 453)
urn:cts:greekLit:tlg2039.tlg005,urn:cts:greekLit:tlg2039,Diophantus Alexandrinus,Fragmentum [Sp.] (e cod. Paris. gr. 2448)
urn:cts:greekLit:tlg2040.tlg002,urn:cts:greekLit:tlg2040,"Basil, Saint, Bishop of Caesarea",De legendis gentilium libris
urn:cts:greekLit:tlg2040.tlg004,urn:cts:greekLit:tlg2040,"Basil, Saint, Bishop of Caesarea",Epistulae
urn:cts:greekLit:tlg2041.tlg001,urn:cts:greekLit:tlg2041,Marcellus of Ankara,Fragmenta
urn:cts:greekLit:tlg2042.tlg001,urn:cts:greekLit:tlg2042,Origen,Contra Celsum
urn:cts:greekLit:tlg2042.tlg005,urn:cts:greekLit:tlg2042,Origen,Commentarii In Evangelium Joannis
urn:cts:greekLit:tlg2042.tlg006,urn:cts:greekLit:tlg2042,Origen,Fragmenta In Evangelium Joannis (In Catenis)
urn:cts:greekLit:tlg2042.tlg007,urn:cts:greekLit:tlg2042,Origen,Exhortatio ad martyrium
urn:cts:greekLit:tlg2042.tlg008,urn:cts:greekLit:tlg2042,Origen,De oratione
urn:cts:greekLit:tlg2042.tlg009,urn:cts:greekLit:tlg2042,Origen,In Jeremiam (Homiliae 1-11)
urn:cts:greekLit:tlg2042.tlg010,urn:cts:greekLit:tlg2042,Origen,Fragmenta In Jeremiam (In Catenis)
urn:cts:greekLit:tlg2042.tlg011,urn:cts:greekLit:tlg2042,Origen,Fragmenta In Lamentationes (In Catenis de Prophetis)
urn:cts:greekLit:tlg2042.tlg012,urn:cts:greekLit:tlg2042,Origen,Fragmentum In Lamentationes (In Catenis de Octateucho)
urn:cts:greekLit:tlg2042.tlg013,urn:cts:greekLit:tlg2042,Origen,De Engastrimytho (Homilia In I Reg. [I Sam.] 28.3-25)
urn:cts:greekLit:tlg2042.tlg014,urn:cts:greekLit:tlg2042,Origen,Fragmenta in Librum Primum Regnorum (In Catenis de Samuelis et Regnorum)
urn:cts:greekLit:tlg2042.tlg015,urn:cts:greekLit:tlg2042,Origen,Fragmentum In Librum Primum Regnorum (In Catenis de Cantico Canticorum)
urn:cts:greekLit:tlg2042.tlg016,urn:cts:greekLit:tlg2042,Origen,Homiliae In Lucam
urn:cts:greekLit:tlg2042.tlg017,urn:cts:greekLit:tlg2042,Origen,Fragmenta In Lucam (In Catenis)
urn:cts:greekLit:tlg2042.tlg019,urn:cts:greekLit:tlg2042,Origen,Philocalia
urn:cts:greekLit:tlg2042.tlg021,urn:cts:greekLit:tlg2042,Origen,In Jeremiam (Homiliae 12-20)
urn:cts:greekLit:tlg2042.tlg028,urn:cts:greekLit:tlg2042,Origen,Commentariorum Series In Evangelium Matthaei (Mt. 22.34-27.63)
urn:cts:greekLit:tlg2042.tlg029,urn:cts:greekLit:tlg2042,Origen,Commentarium In Evangelium Matthaei (Lib. 10-11)
urn:cts:greekLit:tlg2042.tlg030,urn:cts:greekLit:tlg2042,Origen,Commentarium In Evangelium Matthaei (Lib. 12-17)
urn:cts:greekLit:tlg2042.tlg044,urn:cts:greekLit:tlg2042,Origen,Fragmenta in Psalmos 1-150 [Dub.]
urn:cts:greekLit:tlg2042.tlg045,urn:cts:greekLit:tlg2042,Origen,Epistula ad Africanum
urn:cts:greekLit:tlg2042.tlg048,urn:cts:greekLit:tlg2042,Origen,Selecta in Genesim
urn:cts:greekLit:tlg2042.tlg050,urn:cts:greekLit:tlg2042,Origen,Selecta in Exodum
urn:cts:greekLit:tlg2042.tlg051,urn:cts:greekLit:tlg2042,Origen,Selecta in Leviticum
urn:cts:greekLit:tlg2042.tlg052,urn:cts:greekLit:tlg2042,Origen,Selecta in Numeros
urn:cts:greekLit:tlg2042.tlg053,urn:cts:greekLit:tlg2042,Origen,Selecta in Deuteronomium
urn:cts:greekLit:tlg2042.tlg054,urn:cts:greekLit:tlg2042,Origen,Selecta in Jesum Nave
urn:cts:greekLit:tlg2042.tlg055,urn:cts:greekLit:tlg2042,Origen,Selecta in Judices
urn:cts:greekLit:tlg2042.tlg057,urn:cts:greekLit:tlg2042,Origen,Selecta in Job
urn:cts:greekLit:tlg2042.tlg058,urn:cts:greekLit:tlg2042,Origen,Selecta in Psalmos [Dub.]
urn:cts:greekLit:tlg2042.tlg061,urn:cts:greekLit:tlg2042,Origen,Fragmenta ex commentariis in Ezechielem
urn:cts:greekLit:tlg2042.tlg066,urn:cts:greekLit:tlg2042,Origen,Adnotationes in Genesim
urn:cts:greekLit:tlg2042.tlg067,urn:cts:greekLit:tlg2042,Origen,Adnotationes in Exodum
urn:cts:greekLit:tlg2042.tlg068,urn:cts:greekLit:tlg2042,Origen,Adnotationes in Leviticum (fragmenta e catenis)
urn:cts:greekLit:tlg2042.tlg069,urn:cts:greekLit:tlg2042,Origen,Adnotationes in Numeros
urn:cts:greekLit:tlg2042.tlg070,urn:cts:greekLit:tlg2042,Origen,Adnotationes in Deuteronomium (fragmenta e catenis)
urn:cts:greekLit:tlg2042.tlg071,urn:cts:greekLit:tlg2042,Origen,Adnotationes in Jesu filium Nave (fragmenta e catenis)
urn:cts:greekLit:tlg2042.tlg072,urn:cts:greekLit:tlg2042,Origen,Adnotationes in Judices
urn:cts:greekLit:tlg2042.tlg073,urn:cts:greekLit:tlg2042,Origen,"Homiliae in Job (fragmenta in catenis, typus II)"
urn:cts:greekLit:tlg2042.tlg074,urn:cts:greekLit:tlg2042,Origen,Excerpta in Psalmos [Dub.]
urn:cts:greekLit:tlg2042.tlg075,urn:cts:greekLit:tlg2042,Origen,Expositio in Proverbia (fragmenta e catenis)
urn:cts:greekLit:tlg2042.tlg076,urn:cts:greekLit:tlg2042,Origen,Scholia in Canticum canticorum
urn:cts:greekLit:tlg2042.tlg077,urn:cts:greekLit:tlg2042,Origen,Scholia in Matthaeum
urn:cts:greekLit:tlg2042.tlg078,urn:cts:greekLit:tlg2042,Origen,Scholia in Lucam (fragmenta e cod. Venet. 28)
urn:cts:greekLit:tlg2042.tlg079,urn:cts:greekLit:tlg2042,Origen,"Commentarii in evangelium Joannis (lib. 19, 20, 28, 32)"
urn:cts:greekLit:tlg2042.tlg084,urn:cts:greekLit:tlg2042,Origen,Fragmenta In Jeremiam (E Philocalia)
urn:cts:greekLit:tlg2042.tlg086,urn:cts:greekLit:tlg2042,Origen,"Homiliae in Job (fragmenta in catenis, typus I+II) (e codd. Vat.)"
urn:cts:greekLit:tlg2045.tlg001,urn:cts:greekLit:tlg2045,Nonnus of Panopolis,Dionysiaca
urn:cts:greekLit:tlg2046.tlg001,urn:cts:greekLit:tlg2046,Quintus Smyrnaeus,Fall of Troy
urn:cts:greekLit:tlg2048.tlg001,urn:cts:greekLit:tlg2048,Sozomenus,Historia Ecclesiastica
urn:cts:greekLit:tlg2049.tlg001,urn:cts:greekLit:tlg2049,Sallustius,De Deis et Mundo
urn:cts:greekLit:tlg2050.tlg001,urn:cts:greekLit:tlg2050,Eunapius,Vitae Sophistarum
urn:cts:greekLit:tlg2057.tlg002,urn:cts:greekLit:tlg2057,Socrates Scholasticus,Ecclesiastical history
urn:cts:greekLit:tlg2058.tlg001,urn:cts:greekLit:tlg2058,Philostorgius,Historia ecclesiastica (fragmenta ap. Photium)
urn:cts:greekLit:tlg2115.tlg060,urn:cts:greekLit:tlg2115,Hippolytus,Refutatio Omnium Haeresium (= Philosophumena)
urn:cts:greekLit:tlg2135.tlg001,urn:cts:greekLit:tlg2135,Alypius,Isagoge musica
urn:cts:greekLit:tlg2136.tlg001,urn:cts:greekLit:tlg2136,Bacchius Geron,Isagoge artis musicae
urn:cts:greekLit:tlg2137.tlg001,urn:cts:greekLit:tlg2137,Gaudentius,Harmonica introductio
urn:cts:greekLit:tlg2138.tlg001,urn:cts:greekLit:tlg2138,Canticum Euripidis,Ex Orestis Stasimo I
urn:cts:greekLit:tlg2139.tlg001,urn:cts:greekLit:tlg2139,Epitaphium Sicili,Sicili Epitaphium
urn:cts:greekLit:tlg2140.tlg001,urn:cts:greekLit:tlg2140,Iamblichus Alchemista,Fragmentum alchemica
urn:cts:greekLit:tlg2178.tlg001,urn:cts:greekLit:tlg2178,Cassius Longinus,Ars rhetorica
urn:cts:greekLit:tlg2178.tlg002,urn:cts:greekLit:tlg2178,Cassius Longinus,Excerpta
urn:cts:greekLit:tlg2178.tlg004,urn:cts:greekLit:tlg2178,Cassius Longinus,Fragmenta
urn:cts:greekLit:tlg2189.tlg003,urn:cts:greekLit:tlg2189,Callinicus,Fragmenta
urn:cts:greekLit:tlg2200.tlg001,urn:cts:greekLit:tlg2200,Libanius,Epistulae
urn:cts:greekLit:tlg2200.tlg00401,urn:cts:greekLit:tlg2200,Libanius,Oratio 1
urn:cts:greekLit:tlg2200.tlg00402,urn:cts:greekLit:tlg2200,Libanius,Oratio 2
urn:cts:greekLit:tlg2200.tlg00403,urn:cts:greekLit:tlg2200,Libanius,Oratio 3
urn:cts:greekLit:tlg2200.tlg00404,urn:cts:greekLit:tlg2200,Libanius,Oratio 4
urn:cts:greekLit:tlg2200.tlg00405,urn:cts:greekLit:tlg2200,Libanius,Oratio 5
urn:cts:greekLit:tlg2200.tlg00406,urn:cts:greekLit:tlg2200,Libanius,Oratio 6
urn:cts:greekLit:tlg2200.tlg00407,urn:cts:greekLit:tlg2200,Libanius,Oratio 7
urn:cts:greekLit:tlg2200.tlg00408,urn:cts:greekLit:tlg2200,Libanius,Oratio 8
urn:cts:greekLit:tlg2200.tlg00409,urn:cts:greekLit:tlg2200,Libanius,Oratio 9
urn:cts:greekLit:tlg2200.tlg00410,urn:cts:greekLit:tlg2200,Libanius,Oratio 10
urn:cts:greekLit:tlg2200.tlg00411,urn:cts:greekLit:tlg2200,Libanius,Oratio 11
urn:cts:greekLit:tlg2200.tlg00426,urn:cts:greekLit:tlg2200,Libanius,Oratio 26
urn:cts:greekLit:tlg2200.tlg00427,urn:cts:greekLit:tlg2200,Libanius,Oratio 27
urn:cts:greekLit:tlg2200.tlg00428,urn:cts:greekLit:tlg2200,Libanius,Oratio 28
urn:cts:greekLit:tlg2200.tlg00429,urn:cts:greekLit:tlg2200,Libanius,Oratio 29
urn:cts:greekLit:tlg2200.tlg00430,urn:cts:greekLit:tlg2200,Libanius,Oratio 30
urn:cts:greekLit:tlg2200.tlg00431,urn:cts:greekLit:tlg2200,Libanius,Oratio 31
urn:cts:greekLit:tlg2200.tlg00432,urn:cts:greekLit:tlg2200,Libanius,Oratio 32
urn:cts:greekLit:tlg2200.tlg00433,urn:cts:greekLit:tlg2200,Libanius,Oratio 33
urn:cts:greekLit:tlg2200.tlg00434,urn:cts:greekLit:tlg2200,Libanius,Oratio 34
urn:cts:greekLit:tlg2200.tlg00435,urn:cts:greekLit:tlg2200,Libanius,Oratio 35
urn:cts:greekLit:tlg2200.tlg00436,urn:cts:greekLit:tlg2200,Libanius,Oratio 36
urn:cts:greekLit:tlg2200.tlg00437,urn:cts:greekLit:tlg2200,Libanius,Oratio 37
urn:cts:greekLit:tlg2200.tlg00438,urn:cts:greekLit:tlg2200,Libanius,Oratio 38
urn:cts:greekLit:tlg2200.tlg00439,urn:cts:greekLit:tlg2200,Libanius,Oratio 39
urn:cts:greekLit:tlg2200.tlg00440,urn:cts:greekLit:tlg2200,Libanius,Oratio 40
urn:cts:greekLit:tlg2200.tlg00441,urn:cts:greekLit:tlg2200,Libanius,Oratio 41
urn:cts:greekLit:tlg2200.tlg00442,urn:cts:greekLit:tlg2200,Libanius,Oratio 42
urn:cts:greekLit:tlg2200.tlg00443,urn:cts:greekLit:tlg2200,Libanius,Oratio 43
urn:cts:greekLit:tlg2200.tlg00444,urn:cts:greekLit:tlg2200,Libanius,Oratio 44
urn:cts:greekLit:tlg2200.tlg00445,urn:cts:greekLit:tlg2200,Libanius,Oratio 45
urn:cts:greekLit:tlg2200.tlg00446,urn:cts:greekLit:tlg2200,Libanius,Oratio 46
urn:cts:greekLit:tlg2200.tlg00447,urn:cts:greekLit:tlg2200,Libanius,Oratio 47
urn:cts:greekLit:tlg2200.tlg00448,urn:cts:greekLit:tlg2200,Libanius,Oratio 48
urn:cts:greekLit:tlg2200.tlg00449,urn:cts:greekLit:tlg2200,Libanius,Oratio 49
urn:cts:greekLit:tlg2200.tlg00450,urn:cts:greekLit:tlg2200,Libanius,Oratio 50
urn:cts:greekLit:tlg2200.tlg00451,urn:cts:greekLit:tlg2200,Libanius,Oratio 51
urn:cts:greekLit:tlg2200.tlg00452,urn:cts:greekLit:tlg2200,Libanius,Oratio 52
urn:cts:greekLit:tlg2200.tlg00453,urn:cts:greekLit:tlg2200,Libanius,Oratio 53
urn:cts:greekLit:tlg2200.tlg00454,urn:cts:greekLit:tlg2200,Libanius,Oratio 54
urn:cts:greekLit:tlg2200.tlg00455,urn:cts:greekLit:tlg2200,Libanius,Oratio 55
urn:cts:greekLit:tlg2200.tlg00456,urn:cts:greekLit:tlg2200,Libanius,Oratio 56
urn:cts:greekLit:tlg2200.tlg00457,urn:cts:greekLit:tlg2200,Libanius,Oratio 57
urn:cts:greekLit:tlg2200.tlg00458,urn:cts:greekLit:tlg2200,Libanius,Oratio 58
urn:cts:greekLit:tlg2200.tlg00459,urn:cts:greekLit:tlg2200,Libanius,Oratio 59
urn:cts:greekLit:tlg2200.tlg00460,urn:cts:greekLit:tlg2200,Libanius,Oratio 60
urn:cts:greekLit:tlg2200.tlg00461,urn:cts:greekLit:tlg2200,Libanius,Oratio 61
urn:cts:greekLit:tlg2200.tlg00462,urn:cts:greekLit:tlg2200,Libanius,Oratio 62
urn:cts:greekLit:tlg2200.tlg00463,urn:cts:greekLit:tlg2200,Libanius,Oratio 63
urn:cts:greekLit:tlg2200.tlg00464,urn:cts:greekLit:tlg2200,Libanius,Oratio 64
urn:cts:greekLit:tlg2200.tlg00501,urn:cts:greekLit:tlg2200,Libanius,Declamatio 1
urn:cts:greekLit:tlg2200.tlg00502,urn:cts:greekLit:tlg2200,Libanius,Declamatio 2
urn:cts:greekLit:tlg2200.tlg00503,urn:cts:greekLit:tlg2200,Libanius,Declamatio 3
urn:cts:greekLit:tlg2200.tlg00504,urn:cts:greekLit:tlg2200,Libanius,Declamatio 4
urn:cts:greekLit:tlg2200.tlg00505,urn:cts:greekLit:tlg2200,Libanius,Declamatio 5
urn:cts:greekLit:tlg2200.tlg00506,urn:cts:greekLit:tlg2200,Libanius,Declamatio 6
urn:cts:greekLit:tlg2200.tlg00507,urn:cts:greekLit:tlg2200,Libanius,Declamatio 7
urn:cts:greekLit:tlg2200.tlg00508,urn:cts:greekLit:tlg2200,Libanius,Declamatio 8
urn:cts:greekLit:tlg2200.tlg00509,urn:cts:greekLit:tlg2200,Libanius,Declamatio 9
urn:cts:greekLit:tlg2200.tlg00510,urn:cts:greekLit:tlg2200,Libanius,Declamatio 10
urn:cts:greekLit:tlg2200.tlg00511,urn:cts:greekLit:tlg2200,Libanius,Declamatio 11
urn:cts:greekLit:tlg2200.tlg00512,urn:cts:greekLit:tlg2200,Libanius,Declamatio 12
urn:cts:greekLit:tlg2200.tlg00513,urn:cts:greekLit:tlg2200,Libanius,Declamatio 13
urn:cts:greekLit:tlg2200.tlg00514,urn:cts:greekLit:tlg2200,Libanius,Declamatio 14
urn:cts:greekLit:tlg2200.tlg00515,urn:cts:greekLit:tlg2200,Libanius,Declamatio 15
urn:cts:greekLit:tlg2200.tlg00516,urn:cts:greekLit:tlg2200,Libanius,Declamatio 16
urn:cts:greekLit:tlg2200.tlg00517,urn:cts:greekLit:tlg2200,Libanius,Declamatio 17
urn:cts:greekLit:tlg2200.tlg00518,urn:cts:greekLit:tlg2200,Libanius,Declamatio 18
urn:cts:greekLit:tlg2200.tlg00519,urn:cts:greekLit:tlg2200,Libanius,Declamatio 19
urn:cts:greekLit:tlg2200.tlg00520,urn:cts:greekLit:tlg2200,Libanius,Declamatio 20
urn:cts:greekLit:tlg2200.tlg00521,urn:cts:greekLit:tlg2200,Libanius,Declamatio 21
urn:cts:greekLit:tlg2200.tlg00522,urn:cts:greekLit:tlg2200,Libanius,Declamatio 22
urn:cts:greekLit:tlg2200.tlg00523,urn:cts:greekLit:tlg2200,Libanius,Declamatio 23
urn:cts:greekLit:tlg2200.tlg00524,urn:cts:greekLit:tlg2200,Libanius,Declamatio 24
urn:cts:greekLit:tlg2200.tlg00525,urn:cts:greekLit:tlg2200,Libanius,Declamatio 25
urn:cts:greekLit:tlg2200.tlg00526,urn:cts:greekLit:tlg2200,Libanius,Declamatio 26
urn:cts:greekLit:tlg2200.tlg00527,urn:cts:greekLit:tlg2200,Libanius,Declamatio 27
urn:cts:greekLit:tlg2200.tlg00528,urn:cts:greekLit:tlg2200,Libanius,Declamatio 28
urn:cts:greekLit:tlg2200.tlg00529,urn:cts:greekLit:tlg2200,Libanius,Declamatio 29
urn:cts:greekLit:tlg2200.tlg00530,urn:cts:greekLit:tlg2200,Libanius,Declamatio 30
urn:cts:greekLit:tlg2200.tlg00531,urn:cts:greekLit:tlg2200,Libanius,Declamatio 31
urn:cts:greekLit:tlg2200.tlg00532,urn:cts:greekLit:tlg2200,Libanius,Declamatio 32
urn:cts:greekLit:tlg2200.tlg00533,urn:cts:greekLit:tlg2200,Libanius,Declamatio 33
urn:cts:greekLit:tlg2200.tlg00534,urn:cts:greekLit:tlg2200,Libanius,Declamatio 34
urn:cts:greekLit:tlg2200.tlg00535,urn:cts:greekLit:tlg2200,Libanius,Declamatio 35
urn:cts:greekLit:tlg2200.tlg00536,urn:cts:greekLit:tlg2200,Libanius,Declamatio 36
urn:cts:greekLit:tlg2200.tlg00537,urn:cts:greekLit:tlg2200,Libanius,Declamatio 37
urn:cts:greekLit:tlg2200.tlg00538,urn:cts:greekLit:tlg2200,Libanius,Declamatio 38
urn:cts:greekLit:tlg2200.tlg00539,urn:cts:greekLit:tlg2200,Libanius,Declamatio 39
urn:cts:greekLit:tlg2200.tlg00540,urn:cts:greekLit:tlg2200,Libanius,Declamatio 40
urn:cts:greekLit:tlg2200.tlg00541,urn:cts:greekLit:tlg2200,Libanius,Declamatio 41
urn:cts:greekLit:tlg2200.tlg00542,urn:cts:greekLit:tlg2200,Libanius,Declamatio 42
urn:cts:greekLit:tlg2200.tlg00543,urn:cts:greekLit:tlg2200,Libanius,Declamatio 43
urn:cts:greekLit:tlg2200.tlg00544,urn:cts:greekLit:tlg2200,Libanius,Declamatio 44
urn:cts:greekLit:tlg2200.tlg00545,urn:cts:greekLit:tlg2200,Libanius,Declamatio 45
urn:cts:greekLit:tlg2200.tlg00546,urn:cts:greekLit:tlg2200,Libanius,Declamatio 46
urn:cts:greekLit:tlg2200.tlg00547,urn:cts:greekLit:tlg2200,Libanius,Declamatio 47
urn:cts:greekLit:tlg2200.tlg00548,urn:cts:greekLit:tlg2200,Libanius,Declamatio 48
urn:cts:greekLit:tlg2200.tlg00549,urn:cts:greekLit:tlg2200,Libanius,Declamatio 49
urn:cts:greekLit:tlg2200.tlg00550,urn:cts:greekLit:tlg2200,Libanius,Declamatio 50
urn:cts:greekLit:tlg2200.tlg00551,urn:cts:greekLit:tlg2200,Libanius,Declamatio 51
urn:cts:greekLit:tlg2200.tlg008,urn:cts:greekLit:tlg2200,Libanius,Characteres Epistolici [Sp.]
urn:cts:greekLit:tlg2233.tlg001,urn:cts:greekLit:tlg2233,Pseudo-Polemon,Physiognomonica (Epitome Adamantiana)
urn:cts:greekLit:tlg2233.tlg002,urn:cts:greekLit:tlg2233,Pseudo-Polemon,Physiognomonica
urn:cts:greekLit:tlg2371.tlg001,urn:cts:greekLit:tlg2371,Chronicon Paschale,Chronicon Paschale
urn:cts:greekLit:tlg2583.tlg001,urn:cts:greekLit:tlg2583,Manetho Astrologus,Apotelesmatica
urn:cts:greekLit:tlg2586.tlg001,urn:cts:greekLit:tlg2586,Menander Rhetor,Διαίρεσις τῶν ἐπιδεικτικῶν
urn:cts:greekLit:tlg2586.tlg002,urn:cts:greekLit:tlg2586,Menander Rhetor,Περὶ ἐπιδεικτικῶν
urn:cts:greekLit:tlg2601.tlg001,urn:cts:greekLit:tlg2601,Tiberius Rhetor,De figuris Demosthenicis
urn:cts:greekLit:tlg2632.tlg001,urn:cts:greekLit:tlg2632,Comarius,De lapide philosophorum
urn:cts:greekLit:tlg2640.tlg001,urn:cts:greekLit:tlg2640,Eusebius Myndius,Fragmenta
urn:cts:greekLit:tlg2655.tlg002,urn:cts:greekLit:tlg2655,Damigeron,De lapidibus
urn:cts:greekLit:tlg2691.tlg002,urn:cts:greekLit:tlg2691,"Musaeus, Eleusinius",Fragmenta
urn:cts:greekLit:tlg2703.tlg001,urn:cts:greekLit:tlg2703,Anna Comnena,Alexias
urn:cts:greekLit:tlg2733.tlg001,urn:cts:greekLit:tlg2733,"Evagrius, Scholasticus",Historia Ecclesiastica
urn:cts:greekLit:tlg2768.tlg001,urn:cts:greekLit:tlg2768,Gelasius,Historia Ecclesiastica
urn:cts:greekLit:tlg2806.tlg001,urn:cts:greekLit:tlg2806,Marcus Diaconus,Vita Porphyrii episcopi Gazensis
urn:cts:greekLit:tlg2934.tlg066,urn:cts:greekLit:tlg2934,"John of Damascus, Saint",Vita Barlaam et Joasaph
urn:cts:greekLit:tlg2948.tlg001,urn:cts:greekLit:tlg2948,Acta Philippi,Acta Philippi
urn:cts:greekLit:tlg2949.tlg001,urn:cts:greekLit:tlg2949,Acta Barnabae,Acta Barnabae
urn:cts:greekLit:tlg2959.tlg001,urn:cts:greekLit:tlg2959,Methodius,Symposium Sive Convivium Decem Virginum
urn:cts:greekLit:tlg2959.tlg002,urn:cts:greekLit:tlg2959,Methodius,De Libero Arbitrio
urn:cts:greekLit:tlg2959.tlg003,urn:cts:greekLit:tlg2959,Methodius,De Resurrectione
urn:cts:greekLit:tlg2959.tlg004,urn:cts:greekLit:tlg2959,Methodius,De Lepra Ad Sistelium
urn:cts:greekLit:tlg2959.tlg005,urn:cts:greekLit:tlg2959,Methodius,"De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235)"
urn:cts:greekLit:tlg2959.tlg006,urn:cts:greekLit:tlg2959,Methodius,Adversus Porphyrium (Fragmenta)
urn:cts:greekLit:tlg2959.tlg007,urn:cts:greekLit:tlg2959,Methodius,Fragmenta In Job (In Catenis)
urn:cts:greekLit:tlg2959.tlg008,urn:cts:greekLit:tlg2959,Methodius,De Martyribus (Fragmenta)
urn:cts:greekLit:tlg2959.tlg010,urn:cts:greekLit:tlg2959,Methodius,Fragmenta Incerta [Sp.]
urn:cts:greekLit:tlg2959.tlg011,urn:cts:greekLit:tlg2959,Methodius,In Genesim (In Catenis)
urn:cts:greekLit:tlg2959.tlg012,urn:cts:greekLit:tlg2959,Methodius,Sermo De Simeone Et Anna [Sp.]
urn:cts:greekLit:tlg2970.tlg001,urn:cts:greekLit:tlg2970,Severus Philosophus,Περὶ ψυχῆς (fragmentum)
urn:cts:greekLit:tlg2972.tlg001,urn:cts:greekLit:tlg2972,Anonymi de Terrae Motibus,Anonymi Dissertatio De Terrae Motibus
urn:cts:greekLit:tlg3118.tlg001,urn:cts:greekLit:tlg3118,Syntipas,Ιστορικον Συντιπα του Φιλοσοφου Ωραιοτατον Πανυ
urn:cts:greekLit:tlg3118.tlg002,urn:cts:greekLit:tlg3118,Syntipas,Narrationes de Syntipa
urn:cts:greekLit:tlg3129.ogl001,urn:cts:greekLit:tlg3129,Theophylactus,Commentary on St. Cyril In XII Prophetas
urn:cts:greekLit:tlg3135.tlg001,urn:cts:greekLit:tlg3135,Zonaras,Epitome Historiarum
urn:cts:greekLit:tlg3135.tlg011,urn:cts:greekLit:tlg3135,Zonaras,Argumenta
urn:cts:greekLit:tlg3135.tlg012,urn:cts:greekLit:tlg3135,Zonaras,Chronologia
urn:cts:greekLit:tlg3156.tlg001,urn:cts:greekLit:tlg3156,Anonymi Exegesis in Hesiodi Theogoniam,Exegesis in Hesiodi theogoniam
urn:cts:greekLit:tlg4003.tlg001,urn:cts:greekLit:tlg4003,"Marcianus, of Heraclea",Periplus maris exteri
urn:cts:greekLit:tlg4003.tlg002,urn:cts:greekLit:tlg4003,"Marcianus, of Heraclea",Menippi periplus maris interni (epitome Marciani)
urn:cts:greekLit:tlg4003.tlg003,urn:cts:greekLit:tlg4003,"Marcianus, of Heraclea",Artemidori Geographia (Epitome Marciani)
urn:cts:greekLit:tlg4013.tlg001,urn:cts:greekLit:tlg4013,Simplicius,In Aristotelis Quattuor Libros De Caelo Commentaria
urn:cts:greekLit:tlg4013.tlg003,urn:cts:greekLit:tlg4013,Simplicius,In Aristotelis Categorias Commentarium
urn:cts:greekLit:tlg4013.tlg004,urn:cts:greekLit:tlg4013,Simplicius,In Aristotelis Physicorum Libros Commentaria
urn:cts:greekLit:tlg4013.tlg005,urn:cts:greekLit:tlg4013,Simplicius,In Aristotelis Libros De Anima Commentaria [Sp.?] (fort. auctore Prisciano Lydo)
urn:cts:greekLit:tlg4015.tlg001,urn:cts:greekLit:tlg4015,John Philoponus,In Aristotelis Categorias Commentarium
urn:cts:greekLit:tlg4015.tlg002,urn:cts:greekLit:tlg4015,John Philoponus,In Aristotelis Analytica Priora Commentaria
urn:cts:greekLit:tlg4015.tlg004,urn:cts:greekLit:tlg4015,John Philoponus,In Aristotelis Analytica Posteriora Commentaria
urn:cts:greekLit:tlg4015.tlg005,urn:cts:greekLit:tlg4015,John Philoponus,In Aristotelis Meteorologicorum Librum Primum Commentarium
urn:cts:greekLit:tlg4015.tlg006,urn:cts:greekLit:tlg4015,John Philoponus,In Aristotelis Libros De Generatione Et Corruptione Commentaria
urn:cts:greekLit:tlg4015.tlg007,urn:cts:greekLit:tlg4015,John Philoponus,In Libros De Generatione Animalium Commentaria
urn:cts:greekLit:tlg4015.tlg008,urn:cts:greekLit:tlg4015,John Philoponus,In Aristotelis Libros De Anima Commentaria
urn:cts:greekLit:tlg4015.tlg009,urn:cts:greekLit:tlg4015,John Philoponus,In Aristotelis Physicorum Libros Commentaria
urn:cts:greekLit:tlg4016.tlg001,urn:cts:greekLit:tlg4016,Ammonius,In Porphyrii Isagogen Sive Quinque Voces
urn:cts:greekLit:tlg4016.tlg002,urn:cts:greekLit:tlg4016,Ammonius,In Aristotelis Categorias Commentarius
urn:cts:greekLit:tlg4016.tlg003,urn:cts:greekLit:tlg4016,Ammonius,In Aristotelis Librum De Interpretatione Commentarius
urn:cts:greekLit:tlg4016.tlg004,urn:cts:greekLit:tlg4016,Ammonius,In Aristotelis Analyticorum Priorum Librum I Commentarium
urn:cts:greekLit:tlg4016.tlg005,urn:cts:greekLit:tlg4016,Ammonius,In Aristotelis analytica priora [Sp.]
